post_id,user_post,processed_post,topic,cluster,cluster_label,sentiment_scores,neg,neu,pos,compound,positive_membership,negative_membership,neutral_membership
207,BusyMomMia2: More childcare facilities would help busy parents enjoy the park more.,childcare facility would help busy parent enjoy park,0,2,2,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.7096}",0.0,0.629,0.371,0.7096,0.371,0.0,0.629
208,AdventureAlex2: The new climbing wall is a great challenge for adventurous visitors.,new climbing wall great challenge adventurous visitor,4,3,3,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.7783}",0.0,0.506,0.494,0.7783,0.494,0.0,0.506
209,RelaxedRita2: The hammock areas are perfect for a relaxing afternoon nap.,hammock area perfect relaxing afternoon nap,3,2,2,"{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.7845}",0.0,0.537,0.463,0.7845,0.463,0.0,0.537
210,CommunityCarla2: Volunteer programs foster a strong sense of community pride.,volunteer program foster strong sense community pride,2,1,1,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}",0.0,0.551,0.449,0.6908,0.449,0.0,0.551
211,TechieTom2: Free Wi-Fi options are still pending. It's essential for modern visitors.,free wifi option still pending essential modern visitor,0,3,3,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.0,0.769,0.231,0.5106,0.231,0.0,0.769
212,HealthNutHank2: Fresh produce from the community garden is fantastic. Encourages healthy eating.,fresh produce community garden fantastic encourages healthy eating,2,3,3,"{'neg': 0.0, 'neu': 0.41, 'pos': 0.59, 'compound': 0.8885}",0.0,0.41,0.59,0.8885,0.59,0.0,0.41
213,SportsSamantha2: More organized sports leagues would utilize the park's facilities better.,organized sport league would utilize park facility better,3,2,2,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.0,0.775,0.225,0.4404,0.225,0.0,0.775
214,GreenThumbGary2: Plant workshops are educational and improve our gardening skills.,plant workshop educational improve gardening skill,4,3,3,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.0,0.756,0.244,0.4404,0.244,0.0,0.756
215,MusicMaya2: More variety in background music would enhance the park's ambiance.,variety background music would enhance park ambiance,0,0,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
216,EventEddie2: The annual park festival is a highlight. Brings everyone together beautifully.,annual park festival highlight brings everyone together beautifully,4,0,0,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.8519}",0.0,0.462,0.538,0.8519,0.538,0.0,0.462
217,CreativeChris2: The graffiti wall is a great outlet for local artists.,graffiti wall great outlet local artist,0,3,3,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.0,0.687,0.313,0.6249,0.313,0.0,0.687
218,HappyHelen2: The fountain area is relaxing and enjoyable for both kids and adults.,fountain area relaxing enjoyable kid adult,4,2,2,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.7269}",0.0,0.643,0.357,0.7269,0.357,0.0,0.643
219,OutdoorOscar2: Camping spots near the park are a wonderful addition for weekend getaways.,camping spot near park wonderful addition weekend getaway,3,3,3,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}",0.0,0.748,0.252,0.5719,0.252,0.0,0.748
220,YogiYara2: The designated yoga zones are peaceful and well-maintained.,designated yoga zone peaceful wellmaintained,0,3,3,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",0.0,0.714,0.286,0.4939,0.286,0.0,0.714
221,CyclingCory2: More bike repair stations would benefit cyclists using the trails.,bike repair station would benefit cyclist using trail,1,1,1,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",0.0,0.769,0.231,0.4588,0.231,0.0,0.769
222,FitnessFiona2: Group fitness classes are motivating and well-organized.,group fitness class motivating wellorganized,2,3,3,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.6486}",0.0,0.531,0.469,0.6486,0.469,0.0,0.531
223,PetPamela2: Additional water stations for dogs would be much appreciated.,additional water station dog would much appreciated,1,1,1,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5106}",0.0,0.732,0.268,0.5106,0.268,0.0,0.732
224,StudentSteve2: Outdoor study areas are perfect for focusing while enjoying nature.,outdoor study area perfect focusing enjoying nature,0,2,2,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7964}",0.0,0.559,0.441,0.7964,0.441,0.0,0.559
225,FamilyFaith2: The inclusive playground ensures all children can play safely together.,inclusive playground ensures child play safely together,2,3,3,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.6808}",0.0,0.616,0.384,0.6808,0.384,0.0,0.616
226,NatureNate2: The butterfly garden is a delightful addition for nature lovers.,butterfly garden delightful addition nature lover,1,3,3,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.802}",0.0,0.526,0.474,0.802,0.474,0.0,0.526
227,RunnerRachel2: Smooth and well-marked running paths make training enjoyable.,smooth wellmarked running path make training enjoyable,0,1,1,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.0,0.734,0.266,0.4404,0.266,0.0,0.734
228,ArtAlly2: Park art workshops inspire creativity among all participants.,park art workshop inspire creativity among participant,4,0,0,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.743}",0.0,0.526,0.474,0.743,0.474,0.0,0.526
229,TechieTara2: Augmented reality features could greatly enhance visitor experiences.,augmented reality feature could greatly enhance visitor experience,1,0,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,PeacefulPete2: Quiet zones are ideal for reading and reflecting without distractions.,quiet zone ideal reading reflecting without distraction,3,3,3,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.6298}",0.0,0.636,0.364,0.6298,0.364,0.0,0.636
231,CommunityCindy2: Outreach programs effectively engage underrepresented communities.,outreach program effectively engage underrepresented community,2,1,1,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.7506}",0.0,0.351,0.649,0.7506,0.649,0.0,0.351
232,MusicMax2: Diverse music genres at events would attract a broader audience.,diverse music genre event would attract broader audience,2,3,3,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.0,0.783,0.217,0.3612,0.217,0.0,0.783
233,SportsSam2: New soccer fields are well-maintained and great for local teams.,new soccer field wellmaintained great local team,0,3,3,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.6249}",0.0,0.709,0.291,0.6249,0.291,0.0,0.709
234,GreenGina2: Composting bins are an excellent eco-friendly initiative.,composting bin excellent ecofriendly initiative,4,2,2,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.0,0.654,0.346,0.5719,0.346,0.0,0.654
235,FamilyFelicia2: Stroller-friendly paths make navigating the park with little ones easy.,strollerfriendly path make navigating park little one easy,3,0,0,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.3862}",0.0,0.792,0.208,0.3862,0.208,0.0,0.792
236,AdventureAmy2: Obstacle courses add an exciting challenge for both kids and adults.,obstacle course add exciting challenge kid adult,0,2,2,"{'neg': 0.156, 'neu': 0.562, 'pos': 0.281, 'compound': 0.25}",0.156,0.562,0.281,0.25,0.28128128128128127,0.15615615615615613,0.5625625625625625
237,TechTom2: Interactive digital maps would make navigation much easier.,interactive digital map would make navigation much easier,2,1,1,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.0,0.741,0.259,0.4215,0.259,0.0,0.741
238,HistoryHank2: Historical markers provide valuable insights into the park's background.,historical marker provide valuable insight park background,1,0,0,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4767}",0.0,0.744,0.256,0.4767,0.256,0.0,0.744
239,YogaYasmine2: Sunset yoga sessions are magical and highly recommended.,sunset yoga session magical highly recommended,2,3,3,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.2716}",0.0,0.793,0.207,0.2716,0.207,0.0,0.793
240,CommunityCarl2: Neighborhood potlucks foster strong community bonds.,neighborhood potluck foster strong community bond,1,1,1,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}",0.0,0.645,0.355,0.5106,0.355,0.0,0.645
241,ArtisticArthur2: Evening light installations create a mesmerizing atmosphere.,evening light installation create mesmerizing atmosphere,3,0,0,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}",0.0,0.741,0.259,0.2732,0.259,0.0,0.741
242,PetPeter2: More shaded areas for dogs would enhance our visits.,shaded area dog would enhance visit,2,2,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
243,RelaxedRenee2: The park's tranquility is a perfect escape from the city's hustle.,park tranquility perfect escape city hustle,0,0,0,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.802}",0.0,0.494,0.506,0.802,0.506,0.0,0.494
244,"FitnessFaith2: New jogging tracks are smooth and scenic, perfect for daily runs.",new jogging track smooth scenic perfect daily run,4,3,3,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}",0.0,0.748,0.252,0.5719,0.252,0.0,0.748
245,MusicMolly2: Local bands add great entertainment value to park events.,local band add great entertainment value park event,3,3,3,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.8519}",0.0,0.429,0.571,0.8519,0.571,0.0,0.429
246,FoodieFiona2: Healthy snack stands cater well to health-conscious visitors.,healthy snack stand cater well healthconscious visitor,3,0,0,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.5859}",0.0,0.593,0.407,0.5859,0.407,0.0,0.593
247,TechieTina22: Smart benches with charging ports would significantly enhance park functionality.,smart bench charging port would significantly enhance park functionality,0,0,0,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",0.0,0.787,0.213,0.4019,0.213,0.0,0.787
248,NatureNora2: Eco-tours educate visitors about local flora and fauna effectively.,ecotours educate visitor local flora fauna effectively,2,3,3,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.0,0.756,0.244,0.4404,0.244,0.0,0.756
249,SportsSeth2: New tennis courts are in excellent condition and great for all skill levels.,new tennis court excellent condition great skill level,0,3,3,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.8316}",0.0,0.606,0.394,0.8316,0.394,0.0,0.606
250,GreenGrace2: Rain gardens manage stormwater efficiently. Impressive eco-friendly design.,rain garden manage stormwater efficiently impressive ecofriendly design,1,3,3,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.7184}",0.0,0.538,0.462,0.7184,0.462,0.0,0.538
